词条,词频
力学,13
很难,2
单体,70
流动性,7
注塑,43
力学性能,14
高耐,4
辐照,19
旋翼,1
飞行器,12
无人机,70
韧性,6
强度,87
耐温,17
高韧性,13
疲劳,13
超韧,1
玻纤,27
碳纤维,31
全方位,56
系统地,5
耐用,4
续航,7
有色,21
色彩,50
热塑性,40
树脂,192
相容,1
助剂,65
工艺设备,18
赋予,15
清洁,158
外观,294
制件,6
具备,297
刚性,14
耐冲击,5
聚苯醚,1
工程塑料,13
导电性,6
兼顾,24
性需求,1
石墨,71
炭黑,62
综合性,38
电阻率,6
电磁,67
防静电,10
微波,57
吸收,134
电子电器,10
电网,176
风能,23
潮汐能,1
无污染,8
再生能源,14
能量,52
可控性,1
自然,46
能源,270
电力,200
无需,21
投建,3
调峰,5
电站,123
铺设,12
输送,83
供电,58
车箱,1
配置,112
车载,157
组合成,1
蓄电池,47
噪音,17
交通,162
半导体,129
直径,45
直拉,22
单晶硅,55
ZL201310191294.6,2
单晶,131
加热器,15
晶体生长,23
用热场,2
10%,48
炉热场,2
硅单晶,37
4%,16
磁场,17
电磁场,5
耗电,5
小时,37
电催化,2
电镀,51
废水处理,29
废水,118
络合,6
达标,14
前景,54
废液,12
紫外,20
臭氧,8
高级,84
磷酸盐,30
回收,272
保障,538
污水处理,82
厂站,3
海拓,2
共建,33
水污染,10
授予,74
推广应用,151
环境监测,34
计算技术,28
感知,57
环境污染,31
事后,2
改为,11
事先,1
预防,25
和谐,10
噪声污染,4
水文,5
大气,31
污染监测,2
污染源,11
面临,41
困难,19
层次化,1
多源,13
异质,7
监测数据,3
概括,1
保护环境,7
公众,30
知情权,3
监督权,1
参与权,1
行政,6
效能,26
公共,46
事件,25
意义,82
社区,60
线下,39
线上,40
汉鼎,13
具体内容,12
所示,16
出行,29
娱乐,26
数据系统,18
全面性,4
量化,27
预测性,3
出发,17
个人信用,9
偏好,5
健康状况,3
信用度,3
画像,14
建模,25
理论,73
信用,30
个人用户,8
贷款,4
追踪,42
及时发现,10
潜在,43
P2P,5
面对,74
庞大,12
数据处理,33
高可用性,5
百万,17
渠道,97
增值,60
变现,7
机电产品,7
增长点,252
军用,45
装备,928
网络化,22
先进性,68
初具规模,7
共用,6
车辆,146
电气系统,7
控制系统,260
专业,392
充电机,20
DSP,20
数字化,170
风冷,15
水冷,41
功率密度,29
过温,2
过流,4
功能齐全,2
这为,9
扎实,29
动力电池,56
龙头企业,19
加深,6
导入,65
乘用车,58
自动生产,5
下一阶段,6
增添,14
紧抓,10
电视,113
机会,26
歌华,1
中信,1
国安,1
简化,26
队列,4
防病毒,3
内存,3
扩容,26
集群,31
成员,11
变更,40
通知,38
TI,6
ESB,3
维度,4
备份,11
基础性,28
ETL,10
生态圈,21
适配,24
企业级,20
分为,80
第一阶段,14
商用,99
表现,34
VOLTE,1
承载,12
CA,5
高速数据,4
加速,132
流媒体,13
积极合作,5
第二阶段,12
技术储备,286
厂家,40
相互,19
讨论,33
可行性,120
培养,158
小组,26
图像识别,9
上海,224
CU,1
合同,106
GPU,6
CNN,1
指纹,23
知识库,17
准确性,13
准确率,5
单台,14
300,47
不良,13
图片,9
好评,54
DPI,4
互连,18
100G,5
板卡,3
流量,72
信令,10
解析,10
复用,8
多重,10
600G,1
MKey6,2
MKeyPlus,2
垂直,52
插件,16
内置在,1
沉淀,27
政务,25
登记,202
社会化,6
拟合,1
关联,13
苏州,38
新海,3
科技股份,18
国家火炬计划,92
江苏省,247
重点保护,1
秉承,115
引领,185
方针,33
301.82,1
重复,13
开启,27
接头盒,1
列头,3
PTN,4
断路,4
交流电源,2
苏州市,15
故障,80
畅通,1
发出,5
告警信号,1
好地解决,2
断电,1
中断,2
原动力,21
易软,5
游戏,287
两大,81
原有,283
电子商务,58
跃升,2
发展期,4
网站,24
交易平台,40
跨境,15
B2B,10
商城,12
B2C,8
外包,4
3.0,30
以戏恋,1
星空,3
手机游戏,39
注重,467
着重,33
变革,15
碎片,6
尽可能少,1
顺畅,14
创建,62
此款,9
手游,36
新获,45
新纳晶,8
以质,1
取信,1
顺应,43
1775.71,1
纳米,107
图形,12
衬底,14
外延,30
AIN,2
背光,34
照明,163
缓冲,18
层上,1
GAN,1
产能,129
良率,22
亮度,22
有所提高,14
三颗,2
串联,31
光效,23
140ml,1
申请专利,446
2766,1
占水,1
4.2%,1
715,3
增幅,99
34.86%,1
年内,50
包已,2
玻璃钢,9
控制阀,37
软水机,28
整机,72
及膜,2
元件,51
贯彻,37
生命,21
策略,110
力求,20
覆盖,141
多路,31
中央,33
净水机,16
厨房,12
反渗透,16
核心部件,23
资助,59
中期,35
考核,57
接近,42
尾声,11
该阀,1
开能,3
开能阀,1
雨荷,1
新月,1
两款,22
触摸,24
彩屏,3
推拉,1
大方,1
流线,2
集中精力,3
该款,10
滤膜,3
该纳,1
化膜,1
三款,18
通量,6
RO,5
试生产,102
近期,19
热点,56
滚动,12
457,1
3.19%,5
张江,2
专项资金,45
科研项目,322
BNT89,2
BNT101,1
旁通,4
投放市场,71
BNT,1
CS13,1
旋盖,1
CS8,2
8plus,1
新颖,19
搭配,22
上半年,32
缺盐,2
报警,39
吹塑,4
皮囊,1
储水,5
主力,20
一体式,28
投向,31
数十种,1
进军,21
滤芯,4
业内,57
母星,1
双子星,1
过桥,1
原能,6
集团,305
细胞,61
生物学,7
特异性,26
治疗,240
干细胞,40
809,4
1.77%,3
055,1
86.74%,1
系本,25
火工品,3
余项,108
高新,51
工程项目,86
武器装备,11
节点,51
月底,24
军品,28
通过鉴定,10
天气,10
技术装备,41
气象,22
特种,210
器材,26
煤电,6
GE,5
流体,17
煤粉,19
空气,61
致使,19
燃尽,1
率不高,1
氮氧化物,20
生成量,1
微煤,1
雾化,7
锅炉,181
燃烧,78
消耗量,3
空气污染,3
脱硝,55
100mg,8
m3,17
设计阶段,13
式微,3
本体,27
超低,51
排放,217
化水,1
考察,30
医药产业,4
清风,1
感咳,1
六类,6
感染,24
咳嗽,7
甘苦,1
喷雾剂,2
皮肤,12
湿疹,1
甘草,1
三批,6
制得,5
药效学,16
清开灵,2
滴丸,9
干粉,18
滴制,1
膏滴制,1
解决目前,6
圆环,6
病毒,35
支原体,10
二联,3
活疫苗,23
疫苗,85
分子生物学,2
Cap,1
基因,37
重组,94
杆状病毒,4
昆虫,2
表达,24
PCV2,1
rCap,1
CJ,2
接种,2
适宜,12
培养基,11
收获,18
制成,19
基因型,1
PCV2b,1
序列,22
参考,33
类似,9
VLPs,1
抗原,6
诱导,22
机体,5
体液,2
急性,16
不受,3
母源,1
抗体,43
型感,1
疾病,69
猪群,8
生长发育,3
度高,6
商品,58
仔猪,31
效力,2
活疫,1
苗无,1
注射,21
二次,74
人力,67
复合型,16
且通,1
针性,1
兽药,17
节能,766
水性,110
纺织品,33
技术含量,155
对大,15
以求,8
始终保持,53
七十多个,2
三十,11
染整,17
难题,53
探讨,19
诸多方面,6
程度,156
形象,24
皮革,12
鞣制,1
国家科技部,48
子课题,27
梳型,1
聚氨酯,58
包覆,9
有机硅,95
无氟,4
水剂,10
应用型,12
科技成果,255
扶持,24
全氟,1
短碳链,1
高分子,75
织物,48
整理剂,27
佛山市,11
财政,44
补助,21
纺织,78
复评,12
近两年,32
研究室,15
院士,101
引进,428
多套,3
国内外,313
大中型,10
筹建,11
医学,46
厦门大学,10
基金会,1
捐赠,1
500,61
量子,28
门诊部,1
靶向,11
酶制剂,14
菌种,78
环节,124
果糖,23
半乳糖,16
委员会,118
颁发,87
充实,54
聚半乳三糖,1
菊粉,6
制订,38
低聚,24
修订,64
强化剂,1
科研机构,65
医学院,5
人类,7
慢性病,8
胃肠,2
疗法,1
诊断,180
样本,31
人群,36
代谢性,2
人体,57
生态平衡,2
中医疗法,1
菌群,6
基因组学,8
年初,70
南方,31
医科大学,7
高通量,19
测序,25
益生元,6
干预,16
了益,2
生元,2
FOS,2
代谢,37
随机,13
双盲,6
安慰剂,2
对照,11
RCT,2
揭示,3
摄入,2
葡萄糖,9
微生物,96
大连,4
GOS,2
新蔗,1
果三糖,1
C57BL,1
小鼠,8
肥胖,3
调节作用,3
食品工业,3
新品种,205
基转移酶,6
又名,1
卫生,33
计生委,3
审查,72
特派员,8
民营企业,7
年经,21
合格,75
评定,50
国家认可委员会,19
CNAS,45
认可,212
配备,37
日本,61
意大利,26
韩国,36
德国,66
数个,7
菲特,3
压片机,4
BOCH,3
胶囊,111
充填机,3
凯氏定氮,3
仪等,7
压丸机,3
膳食,12
液相色谱仪,10
气相色谱仪,6
质谱仪,20
电感,42
耦合,50
等离子体,27
傅立叶,3
红外光谱仪,3
ABSCIEX,1
干法,21
制粒机,4
消解,2
激光,144
粒度,12
多台,12
原价,1
总值,1
2000,33
多万元,13
中国科学院,35
签署,27
协助,33
创新性,42
剂型,26
科技含量,40
英国,16
阿伯丁,4
大学,86
威特,2
TheRowettInstituteofNutritionandHealth,1
全球战略,1
合作伙伴,28
汤臣,2
科学研究,20
基金,43
经费,187
公开招标,1
高等院校,33
三甲,2
第三方,80
天津医科大学,1
公共卫生,7
教授,22
博士生,6
导师,7
黄国伟,1
叶酸,2
DHA,2
轻度,4
认知,22
功能障碍,2
老年人,4
中山大学,10
夏敏,1
微量,22
营养素,11
高尿酸,1
血尿酸,1
北京协和医院,1
主任医师,3
于康,1
肌肉,6
衰减,8
发病率,1
横断面,1
LMP,3
结局,1
随机对照,2
新疆医科大学,1
第一,56
附属,16
李莉,1
糖尿病,48
当今,7
自选,10
节能降耗,111
提质,49
增效,45
技术水平,385
低温,167
低电压,14
铝电解,11
电流效率,5
大幅度,66
低碳,33
高技术,59
863,131
极细,3
金属,201
导体,14
超高压,42
用铸,1
轧法,1
厚度,37
0.0045,2
0.006,1
mm,51
铝箔,61
一条,22
1000,42
带动,86
品位,38
铝土矿,4
选矿,26
竞争能力,163
协调,44
所属,46
水电,27
五位一体,4
步伐,93
特有,12
员工,89
全球,240
靶点,5
大分子,15
仿制,105
日益增长,17
回报,12
良性循环,7
2012,696
科伦,7
320,6
240,12
获批,117
放眼世界,2
民众,2
高品质,111
用得上,1
Me,1
原创,19
早期,20
介入,10
国际化,66
全球商务,1
资本,23
进程,99
鲜明,9
影响力,114
比上,18
227.44%,1
PACK,6
品牌,293
提交,80
三嗪,2
紫外线,16
吸收剂,6
非对称,2
受阻,2
酚类,2
芳香,9
胺类,2
抗氧化剂,4
适度,22
扩充,47
该类,45
TPU,7
为数不多,2
供应商,93
自拟,1
瞄准,23
盐渍化,1
确立,71
选育,82
盐碱化,3
运动,90
几个,83
大力支持,5
蒙草,1
中科院,42
植物所,2
农科院,5
农业大学,11
农牧,3
科学院,12
植物引种,5
驯化,9
土壤,127
边坡,28
不断创新,64
紧密结合,43
蒙草大,1
各具特色,3
类型区,1
系统资源,1
演变,5
一体,118
分析模型,4
分析方法,13
知识,97
超图,1
软件开发,48
航天,56
科工,10
一院,4
国产,112
高分,8
遥感技术,1
超算,1
泰坦,2
自治区,40
国防,43
0.8,4
影像,27
佳格,1
一年,50
多方面,47
工信部,48
创客,2
创业,15
大赛,15
农业部,24
回传,1
至大,1
GIS,40
实地调查,1
推算出,1
返青,1
时期,12
长势,1
产量,55
预估,1
生长期,1
灌溉,31
提炼,7
气候,11
通用,113
沙地,2
废弃地,2
全套,18
空间信息,8
符合国家,24
秘书处,2
专题讲座,1
知名,98
编写,31
家庭,83
现金流量,13
净额,13
113.41,1
上期,77
接受,19
劳务,1
现金,17
税费,1
流出,3
216.72,1
购建,1
固定资产,20
筹资,4
544.19,1
收购,66
雄风,1
近三年,128
非洲,7
拉美,2
东南亚,5
境外,16
化肥厂,2
EPC,10
民用建筑,5
来源,25
项目管理,76
关键作用,7
宏达,3
高科,13
内饰,35
面料,216
户外,83
水下,53
长足,6
定向,33
纱线,22
聚酯,25
注入,43
威尔,6
南山区,3
筑巢引凤,2
吸引,29
彩超,9
超声,24
体外,57
试剂,113
医疗器械,129
金属制品,3
472.70,2
计入,378
46.13,1
人工费,11
187.00,1
136.50,1
103.07,1
化学原料,8
制品,86
年华,5
926.05,1
薪酬,68
261.27,1
596.66,1
26.37,1
折旧,84
36.64,1
差旅,10
5.11,1
对华,2
钢帘线,15
轮胎厂,2
ST,4
UT,2
特高,5
0328ST,1
9UT,1
19CCST,2
精细,49
金刚,28
黄铜,11
水箱,4
拉拔,4
母线,20
现已,106
微米,9
盘条,9
成品,44
生产链,4
利润,184
钢绞线,6
中钢,1
郑州,19
郑州大学,2
广州,51
逐步形成,28
构筑,23
吸收性,2
豌豆,43
目的旨在,4
实用价值,1
水溶,36
提取,79
蛋白粉,1
淀粉,31
能耗,97
率达,4
91%,1
蛋白质,15
理想化,1
特别,133
赖氨酸,2
高达,13
1.5%,4
含有,14
维生素,32
矿物质,11
FAO,1
WHO,2
富含,5
缺乏,11
含硫,4
蛋氨酸,2
胱氨酸,1
溶解度,6
效价,4
多肽,18
大豆,15
溶解性,6
苦味,3
异味,5
黏度,2
受热,5
凝固,8
优点,53
149,9
140,28
244,10
年版,6
片式,21
背板,46
小量,1
该工,1
稳定化,16
手机配件,1
基片,3
研磨,9
介质,41
回暖,1
微珠,2
磨介,1
母液,33
废酸,4
生产流程,20
90%,19
克服,21
消耗,87
工业化生产,31
包裹,7
釉料,10
技术指标,73
几家,4
锆粉,1
稳定剂,6
粉料,7
虽不大,1
常规,89
制作,198
专业化,60
加工能力,6
力源,4
设计方案,18
及孙,3
无限,4
南京,47
昊飞,1
瑞铭,1
飞腾,8
电子科技,16
长亮,6
Java,7
以较,5
低成本,97
享用,2
大型机,1
完工,22
信用卡,7
本地化,8
弥补,10
商业银行,18
测试阶段,33
商业智能,12
银行业务,3
前置,11
多渠道,7
分行,3
总行,2
客户关系,7
定价,9
总计,59
5274,1
比重,540
21.16%,1
略有,44
17.12%,3
5.6%,2
上述情况,4
财税,22
方欣,23
落实,43
三年,67
战略目标,74
纳税人,4
金财,3
税务机关,2
税务局,9
金税,8
双擎,1
安防,90
V1.0,81
直播,51
管理软件,48
管家,5
应用软件,30
办税,7
行业协会,19
荣誉,23
稳固,23
代账,2
建账,1
以业,1
中介机构,1
管理机构,4
PC,34
财务,90
ERP,60
发票,12
报税,2
国地税,2
套件,17
贵州,15
青海,11
省份,8
成熟度,10
国务院,11
国地,1
公共服务,19
管理工作,26
统筹,17
打通,28
主流线,1
客服,8
产品推介,2
集中化,4
测试报告,6
ITSS,4
四级,3
ISO9001,2
20000,5
27001,1
板块,144
690,5
具体情况,34
无人化,14
工厂,78
经信委,17
新建,44
物流,198
APS,2
MES,29
软件系统,40
工艺模拟,3
诊断系统,19
少人化,4
重载,38
齿轮,61
相变,10
渗碳,14
生成,40
研制成功,37
GDX,1
450,9
底式,1
球化,2
退火炉,2
真空室,1
氮基,1
气氛,14
大批量,12
轴承,83
锻件,42
退火,4
脱碳,9
节电,5
节气,1
效率高,33
TM150150,1
稳定杆,7
链条式,1
火炉,2
天然气,86
加热,63
双排,1
型号,93
装料,3
升温,2
保温,29
出料,8
控温,4
主持,64
颁布实施,4
发表,49
论文,52
机械,176
二等奖,181
三等奖,122
江苏,86
贡献奖,9
荣誉称号,22
年方欣,1
上市公司,44
内审,2
度量,1
支出费用,23
当期,448
损益,136
互联,95
奇迹,15
MU,2
一款,112
网禅,2
正版,11
端游,11
题材,33
ARPG,18
Unity3D,6
让玩家,10
经典,49
挂机,7
打宝,3
玩法,46
更是,38
还原,37
部位,21
换装,4
绚丽,2
流光,2
黄金,34
裁决,2
魔幻,15
天人,1
三界,1
纷争,3
世界观,5
战士,1
法师,1
道士,1
职业,29
天命,1
抗击,1
魔族,1
重铸,1
天界,1
该游戏,6
原汁原味,5
PK,10
独创,8
抓捕,1
做战,1
跨服,3
元宝,1
玩家,44
精彩,3
灵谕,2
修仙,3
2DH5,1
轻松,13
负担,2
千人一面,1
性格,2
改变,58
剧情,7
走向,33
到达,5
隐藏,1
仙人,2
逆天,1
秘笈,1
独一无二,2
择天记,2
改编自,1
腾讯,6
文学,1
旗下,27
作者,1
猫腻,1
同名,4
小说,5
Unity,2
MMORPG,13
完美,21
电视剧,4
人物,3
长生,1
徐有容,1
伙伴,4
修行,3
择天,1
改命,1
四段,1
轻功,1
助力,55
自由,22
翱翔,1
东土,1
大陆,5
法器,1
养成,5
破境,1
家族,5
夫妻,1
社交,18
找到,6
顺心,1
Game,2
动漫,27
IP,64
3DARPG,3
格斗,3
打击,5
感强,1
精美,14
奇幻,3
冒险,2
感受,5
组队,2
竞技,7
对抗,3
乐趣,7
俯视,3
射击,7
精巧,1
关卡,2
英雄,2
5v5PVP,1
视角,14
火爆,3
画面,25
次世代,4
美术,15
卡通,5
充满,2
冲击力,1
并放,1
戏剧化,1
多层,50
光影,2
足够,47
代入,2
震撼,1
视觉,60
卡牌,7
回合制,4
3D,205
空余,1
扫荡,1
人性化,4
枯燥无味,1
始终,346
有限,14
获得最佳,2
传奇,27
类手游,4
自研,17
倾心,1
战法,2
再现,3
沿袭,1
宏大,6
层面,34
刺激,6
攻城,2
爽快,5
多样,19
豪华,7
繁多,4
重塑,6
更具,51
层次感,1
角色,11
勇士,1
追求,21
H5,8
怀旧,2
写实,5
基调,6
复刻,1
放置,3
特戒,1
三合一,19
助战,2
轻松升级,1
畅快,2
网页,27
屠龙,2
荣耀,4
技能,17
发挥,229
带给,9
逼真,5
音效,5
华丽,4
形态各异,2
怪物,2
听觉,3
享受,28
血盟,2
NCSOFT,2
天堂,4
3DMMOARPG,2
原端游,2
顶级,11
进阶,2
洗练,2
酷炫,2
充分保证,4
主打,14
常州,21
千红,5
生物医药,29
孵化,34
众红,5
主体,76
接轨,11
创药,2
多糖类,1
修饰,5
激肽,2
董事会,33
培门,1
冬酶,1
向千红,1
药理,26
毒理,16
移交,15
POCT,6
入股,1
红生,1
四季度,2
发展壮大,10
业绩,135
促进作用,31
开发部,9
依诺,5
肝素钠,7
那屈,2
肝素,6
注射液,103
审评,80
现场,289
检查,44
复方,77
消化酶,1
瓶颈,79
缩短,76
合同书,10
认真完成,1
研究课题,24
栓塞,2
多糖,8
战略性,75
新兴产业,65
疾病防治,2
共计,377
配网,25
变电站,64
分部,1
一是,158
E8000,1
二是,152
DF8003D,1
分布式,107
SCADA,3
绘图,1
三是,84
市场化,44
E3000,1
一流,80
水准,11
配电,60
创造条件,10
风电场,21
数据库系统,7
汇流,5
3388,1
解列,1
深耕,18
海外,104
61850,3
中端,6
BCU,1
电压,95
保护装置,22
Gateway,2
拓宽,102
地化,7
国家电网,32
标准规范,3
线路,81
距离,22
差动,4
分段,10
变及,1
接地,15
备自,1
投等,1
每种,1
合一,18
自测,4
连接器,117
开关,130
等级,109
抗电磁,3
干扰能力,3
继保室,1
面积,22
杜绝,6
碰和误,1
接线,5
事故,13
配置文件,1
自动更新,3
syslog,1
snmp,1
网络协议,2
代理,22
信息技术,81
发掘,18
nPAC,2
集招,2
一次性,11
开普,2
武汉大学,5
OMS,1
一套,82
停电,5
管理信息系统,18
配电网,48
调度员,1
突发,4
用电,30
重复性,5
耗时,1
自动测试,12
判定,6
给出,3
极大地提高,13
公正性,1
伸缩性,1
较差,9
相适应,6
软件平台,34
物理,30
充分考虑,10
电力行业,13
电力企业,4
业务部门,6
外部,114
结构化,22
归集,32
IEC61850,6
迫切需要,4
即插即用,1
关键问题,12
导致,178
繁重,3
概况,3
抗逆,12
育种,105
华南地区,7
清水,4
后期,66
药剂,35
尾矿,16
黑臭,14
功能型,18
通用型,10
改良剂,5
粉剂,3
苗圃,5
河道,16
生态景观,12
驳岸,2
接触,35
增氧,1
藻类,5
絮凝,7
清除,4
多样性,9
自净,2
清澈,1
景观,46
人水,1
农村,31
思路,80
强制,9
通风,15
改良,99
渗滤,1
砾间,2
MBR,7
MBBR,1
家用,33
珠海市,6
斗门,2
莲洲,1
生态园,2
耐盐碱,4
养护,31
盐碱,16
添加,61
施用,2
成活率,10
20%,33
滨州,1
北海,2
新区,6
全盐量,1
80%,20
98%,11
叶面,4
阻隔,13
水稻,52
专用肥,22
农田,18
作物,71
湖南,40
长沙,19
中度,8
重度,8
田间试验,12
58%,1
常绿,2
采收,2
储藏,2
发芽率,1
受损,3
比较稳定,6
地带性,1
植物群落,6
喷播,1
补强,12
土植生,1
射流,8
喷丝,1
植生,1
移动性,1
喷射,20
土工,1
客土,1
表面,133
土坡,1
雨水,8
冲刷,2
侵袭,2
立体,40
基质,27
有机肥,17
数控,55
营养学,4
土壤学,1
多孔结构,1
纳米材料,11
附加,13
保水,3
保肥,1
质轻,2
环境模拟,1
水涝,1
胁迫,1
实验,285
西北地区,2
寒旱,1
黄土,2
景天,1
高湿,2
地被,1
